,KO,name,gene_name
5636,K06011,boNT; botulinum neurotoxin [EC:3.4.24.69],boNT
5637,K06012,gpr; spore protease [EC:3.4.24.78],gpr
5638,K06013,STE24; STE24 endopeptidase [EC:3.4.24.84],STE24
5639,K06015,E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81],E3.5.1.81
5640,K06016,pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87],pydC
5641,K06018,PPN1; endopolyphosphatase [EC:3.6.1.10],PPN1
5642,K06019,ppaX; pyrophosphatase PpaX [EC:3.6.1.1],ppaX
5643,K06020,ettA; energy-dependent translational throttle protein EttA,ettA
5644,K06023,"hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]","hprK, ptsK"
5645,K06024,scpB; segregation and condensation protein B,scpB
5646,K06027,"NSF, SEC18; vesicle-fusing ATPase [EC:3.6.4.6]","NSF, SEC18"
5647,K06030,"MFN2, FZO1; mitofusin 2 [EC:3.6.5.-]","MFN2, FZO1"
5648,K06033,E4.1.1.76; arylmalonate decarboxylase [EC:4.1.1.76],E4.1.1.76
5649,K06034,comD; sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79],comD
5650,K06035,DDI2_3; cyanamide hydratase [EC:4.2.1.69],DDI2_3
5651,K06037,THNSL2; O-phospho-L-threonine phospho-lyase [EC:4.2.3.-],THNSL2
5652,K06038,E4.6.1.14; glycosylphosphatidylinositol diacylglycerol-lyase [EC:4.6.1.14],E4.6.1.14
5653,K06039,ychN; uncharacterized protein involved in oxidation of intracellular sulfur,ychN
5654,K06041,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]","kdsD, kpsF"
5655,K06042,cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH-cbiC
5656,K06044,"treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]","treY, glgY"
5657,K06045,shc; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129],shc
5658,K06046,luxE; long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19],luxE
5659,K06047,TTL; tubulin---tyrosine ligase [EC:6.3.2.25],TTL
5660,K06048,"gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]","gshA, ybdK"
5661,K06049,bchO; magnesium chelatase accessory protein,bchO
5662,K06051,DLL; delta,DLL
5663,K06052,"JAG1, CD339; jagged-1","JAG1, CD339"
5664,K06053,"RBPSUH, RBPJK; recombining binding protein suppressor of hairless","RBPSUH, RBPJK"
5665,K06054,HES1; hairy and enhancer of split 1,HES1
5666,K06055,HES5; hairy and enhancer of split 5,HES5
5667,K06056,PTCRA; pre T-cell antigen receptor alpha,PTCRA
5668,K06057,NUMBL; numb,NUMBL
5669,K06058,DTX; deltex [EC:2.3.2.27],DTX
5670,K06059,"ADAM17, TACE, CD156b; disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]","ADAM17, TACE, CD156b"
5671,K06061,MAML; mastermind,MAML
5672,K06062,"PCAF, KAT2, GCN5; histone acetyltransferase [EC:2.3.1.48]","PCAF, KAT2, GCN5"
5673,K06063,"SNW1, SKIIP, SKIP; SNW domain-containing protein 1","SNW1, SKIIP, SKIP"
5674,K06064,HAIRLESS; hairless,HAIRLESS
5675,K06065,"NCOR2, SMRT; nuclear receptor co-repressor 2","NCOR2, SMRT"
5676,K06066,CIR; CBF1 interacting corepressor,CIR
5677,K06067,HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98],HDAC1_2
5678,K06068,PRKCD; novel protein kinase C delta type [EC:2.7.11.13],PRKCD
5679,K06069,PRKCI; atypical protein kinase C iota type [EC:2.7.11.13],PRKCI
5680,K06070,PKD; protein kinase D [EC:2.7.11.13],PKD
5681,K06071,PKN1; serine/threonine-protein kinase N1 [EC:2.7.11.13],PKN1
5682,K06072,DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29],DOHH
5683,K06073,btuC; vitamin B12 transport system permease protein,btuC
5684,K06074,btuD; vitamin B12 transport system ATP-binding protein [EC:7.6.2.8],btuD
5685,K06075,"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin",slyA
5686,K06076,fadL; long-chain fatty acid transport protein,fadL
5687,K06077,slyB; outer membrane lipoprotein SlyB,slyB
5688,K06078,lpp; murein lipoprotein,lpp
5689,K06079,"cutF, nlpE; copper homeostasis protein (lipoprotein)","cutF, nlpE"
5690,K06080,rcsF; RcsF protein,rcsF
5691,K06081,"NECTIN1, PVRL1, CD111; poliovirus receptor-related protein 1","NECTIN1, PVRL1, CD111"
5692,K06082,"FARP2, FRG; FERM, RhoGEF and pleckstrin domain protein 2","FARP2, FRG"
5693,K06083,"WASF3; WAS protein family, member 3",WASF3
5694,K06084,"LMO7, FBXO20; F-box protein 20","LMO7, FBXO20"
5695,K06085,"SSX2IP, ADIP; synovial sarcoma, X breakpoint 2 interacting protein","SSX2IP, ADIP"
5696,K06086,"SORBS1, SH3D5, PONSIN, CAP; sorbin and SH3 domain containing protein 1","SORBS1, SH3D5, PONSIN, CAP"
5697,K06087,CLDN; claudin,CLDN
5698,K06088,OCLN; occludin,OCLN
5699,K06089,"F11R, JAM1, CD321; junctional adhesion molecule 1","F11R, JAM1, CD321"
5700,K06090,CRB3; crumbs 3,CRB3
5701,K06091,"MPP5, PALS1; MAGUK p55 subfamily member 5","MPP5, PALS1"
5702,K06092,"INADL, PATJ; InaD-like protein","INADL, PATJ"
5703,K06093,PARD6; partitioning defective protein 6,PARD6
5704,K06094,LLGL; lethal(2) giant larvae protein,LLGL
5705,K06095,"MPDZ, MUPP1, Patj; multiple PDZ domain protein","MPDZ, MUPP1, Patj"
5706,K06096,VAPA; vesicle-associated membrane protein-associated protein A,VAPA
5707,K06097,"TJP3, ZO3; tight junction protein 3","TJP3, ZO3"
5708,K06098,"TJP2, ZO2; tight junction protein 2","TJP2, ZO2"
5709,K06099,"CSDA, ZONAB; cold shock domain protein A","CSDA, ZONAB"
5710,K06100,SYMPK; symplekin,SYMPK
5711,K06101,ASH1L; [histone H3]-lysine4 N-trimethyltransferase ASH1L [EC:2.1.1.354],ASH1L
5712,K06102,CGN; cingulin,CGN
5713,K06103,CASK; calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1],CASK
5714,K06104,AMOTL; angiomotin like,AMOTL
5715,K06105,"TJP4, PILT; tight junction protein 4","TJP4, PILT"
5716,K06106,"CTTN, EMS1; cortactin","CTTN, EMS1"
5717,K06107,EPB41; erythrocyte membrane protein band 4.1,EPB41
5718,K06108,RAB3B; Ras-related protein Rab-3B,RAB3B
5719,K06109,RAB13; Ras-related protein Rab-13,RAB13
5720,K06110,"EXOC3, SEC6; exocyst complex component 3","EXOC3, SEC6"
5721,K06111,"EXOC4, SEC8; exocyst complex component 4","EXOC4, SEC8"
5722,K06112,MAGI3; membrane-associated guanylate kinase-related,MAGI3
5723,K06113,"abnA; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]",abnA
5724,K06114,SPTA; spectrin alpha,SPTA
5725,K06115,SPTB; spectrin beta,SPTB
5726,K06116,GPP; glycerol-1-phosphatase [EC:3.1.3.21],GPP
5727,K06117,E3.1.3.21; glycerol-1-phosphatase [EC:3.1.3.21],E3.1.3.21
5728,K06118,"SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]","SQD1, sqdB"
5729,K06119,SQD2; sulfoquinovosyltransferase [EC:2.4.1.-],SQD2
5730,K06120,dhaB; glycerol dehydratase large subunit [EC:4.2.1.30],dhaB
5731,K06121,dhbC; glycerol dehydratase medium subunit [EC:4.2.1.30],dhbC
5732,K06122,dhbE; glycerol dehydratase small subunit [EC:4.2.1.30],dhbE
5733,K06123,AYR1; 1-acylglycerone phosphate reductase [EC:1.1.1.101],AYR1
5734,K06124,PHOSPHO1; phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75],PHOSPHO1
5735,K06125,COQ2; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],COQ2
5736,K06126,COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-],COQ6
5737,K06127,"COQ5; 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]",COQ5
5738,K06128,LYPLA1; lysophospholipase I [EC:3.1.1.5],LYPLA1
5739,K06129,LYPLA3; lysophospholipase III [EC:3.1.1.5],LYPLA3
5740,K06130,LYPLA2; lysophospholipase II [EC:3.1.1.5],LYPLA2
5741,K06131,clsA_B; cardiolipin synthase A/B [EC:2.7.8.-],clsA_B
5742,K06132,clsC; cardiolipin synthase C [EC:2.7.8.-],clsC
5743,K06133,"LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]","LYS5, acpT"
5744,K06134,COQ7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60],COQ7
5745,K06135,pqqA; pyrroloquinoline quinone biosynthesis protein A,pqqA
5746,K06136,pqqB; pyrroloquinoline quinone biosynthesis protein B,pqqB
5747,K06137,pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11],pqqC
5748,K06138,pqqD; pyrroloquinoline quinone biosynthesis protein D,pqqD
5749,K06139,pqqE; PqqA peptide cyclase [EC:1.21.98.4],pqqE
5750,K06140,rnk; regulator of nucleoside diphosphate kinase,rnk
5751,K06141,"tsgA; MFS transporter, TsgA protein",tsgA
5752,K06142,"hlpA, ompH; outer membrane protein","hlpA, ompH"
5753,K06143,creD; inner membrane protein,creD
5754,K06144,uspB; universal stress protein B,uspB
5755,K06145,"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor",gntR
5756,K06146,"idnR, gntH; LacI family transcriptional regulator, gluconate utilization system Gnt-II transcriptional activator","idnR, gntH"
5757,K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",ABCB-BAC
5758,K06148,"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial",ABCC-BAC
5759,K06149,uspA; universal stress protein A,uspA
5760,K06151,E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3],E1.1.99.3A
5761,K06152,E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3],E1.1.99.3G
5762,K06153,bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],bacA
5763,K06154,"lysM; Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis",lysM
5764,K06155,gntT; Gnt-I system high-affinity gluconate transporter,gntT
5765,K06156,gntU; Gnt-I system low-affinity gluconate transporter,gntU
5766,K06157,idnT; Gnt-II system L-idonate transporter,idnT
5767,K06158,"ABCF3; ATP-binding cassette, subfamily F, member 3",ABCF3
5768,K06159,yojI; multidrug/microcin transport system ATP-binding/permease protein,yojI
5769,K06160,pvdE; putative pyoverdin transport system ATP-binding/permease protein,pvdE
5770,K06161,syrD; putative syringomycin transport system ATP-binding/permease protein,syrD
5771,K06162,phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63],phnM
5772,K06163,phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1],phnJ
5773,K06164,phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37],phnI
5774,K06165,phnH; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37],phnH
5775,K06166,phnG; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37],phnG
5776,K06167,"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]",phnP
5777,K06168,miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3],miaB
5778,K06169,miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69],miaE
5779,K06170,"PSENEN, PEN2; presenilin enhancer 2","PSENEN, PEN2"
5780,K06171,NCSTN; nicastrin,NCSTN
5781,K06172,APH1; gamma-secretase subunit APH-1,APH1
5782,K06173,"truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]","truA, PUS1"
5783,K06174,"ABCE1, Rli1; ATP-binding cassette, sub-family E, member 1","ABCE1, Rli1"
5784,K06175,truC; tRNA pseudouridine65 synthase [EC:5.4.99.26],truC
5785,K06176,"truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]","truD, PUS7"
5786,K06177,rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29],rluA
5787,K06178,rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],rluB
5788,K06179,rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24],rluC
5789,K06180,rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23],rluD
5790,K06181,rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20],rluE
5791,K06182,rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21],rluF
5792,K06183,rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19],rsuA
5793,K06184,"ABCF1; ATP-binding cassette, subfamily F, member 1",ABCF1
5794,K06185,"ABCF2; ATP-binding cassette, subfamily F, member 2",ABCF2
5795,K06186,"bamE, smpA; outer membrane protein assembly factor BamE","bamE, smpA"
5796,K06187,recR; recombination protein RecR,recR
5797,K06188,aqpZ; aquaporin Z,aqpZ
5798,K06189,"corC, tlyC; hemolysin (HlyC) family protein","corC, tlyC"
5799,K06190,ispZ; intracellular septation protein,ispZ
5800,K06191,nrdH; glutaredoxin-like protein NrdH,nrdH
5801,K06192,pqiB; paraquat-inducible protein B,pqiB
5802,K06193,phnA; protein PhnA,phnA
5803,K06194,nlpD; lipoprotein NlpD,nlpD
5804,K06195,apaG; ApaG protein,apaG
5805,K06196,ccdA; cytochrome c-type biogenesis protein,ccdA
5806,K06197,chaB; cation transport regulator,chaB
5807,K06198,coiA; competence protein CoiA,coiA
5808,K06199,"crcB, FEX; fluoride exporter","crcB, FEX"
5809,K06200,cstA; carbon starvation protein,cstA
5810,K06201,cutC; copper homeostasis protein,cutC
5811,K06202,cyaY; iron-sulfur cluster assembly protein CyaY,cyaY
5812,K06203,cysZ; CysZ protein,cysZ
5813,K06204,dksA; DnaK suppressor protein,dksA
5814,K06205,mioC; MioC protein,mioC
5815,K06206,sfsA; sugar fermentation stimulation protein A,sfsA
5816,K06207,"typA, bipA; GTP-binding protein","typA, bipA"
5817,K06208,aroH; chorismate mutase [EC:5.4.99.5],aroH
5818,K06209,pheB; chorismate mutase [EC:5.4.99.5],pheB
5819,K06210,NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18],NMNAT
5820,K06211,"nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]",nadR
5821,K06212,focA; formate transporter,focA
5822,K06213,mgtE; magnesium transporter,mgtE
5823,K06214,csgG; curli production assembly/transport component CsgG,csgG
5824,K06215,"pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]","pdxS, pdx1"
5825,K06216,rbsU; putative ribose uptake protein,rbsU
5826,K06217,"phoH, phoL; phosphate starvation-inducible protein PhoH and related proteins","phoH, phoL"
5827,K06218,"relE, stbE; mRNA interferase RelE/StbE","relE, stbE"
5828,K06219,"smtA, cmoM; tRNA 5-carboxymethoxyuridine methyltransferase [EC:2.1.1.-]","smtA, cmoM"
5829,K06221,"dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]",dkgA
5830,K06222,"dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]",dkgB
5831,K06223,dam; DNA adenine methylase [EC:2.1.1.72],dam
5832,K06224,HH; hedgehog,HH
5833,K06225,PTCH1; patched 1,PTCH1
5834,K06226,SMO; smoothened,SMO
5835,K06227,COS2; costal 2,COS2
5836,K06228,FU; fused [EC:2.7.11.1],FU
5837,K06229,SUFU; suppressor of fused,SUFU
5838,K06230,GLI3; zinc finger protein GLI3,GLI3
5839,K06231,HHIP; hedgehog interacting protein,HHIP
5840,K06232,GAS1; growth arrest-specific 1,GAS1
5841,K06233,LRP2; low density lipoprotein-related protein 2,LRP2
5842,K06234,RAB23; Ras-related protein Rab-23,RAB23
5843,K06235,ZIC2; zinc finger protein ZIC 2,ZIC2
5844,K06236,COL1A; collagen type I alpha,COL1A
5845,K06237,COL4A; collagen type IV alpha,COL4A
5846,K06238,COL6A; collagen type VI alpha,COL6A
5847,K06240,"LAMA3_5; laminin, alpha 3/5",LAMA3_5
5848,K06241,"LAMA4; laminin, alpha 4",LAMA4
5849,K06243,"LAMB2; laminin, beta 2",LAMB2
5850,K06244,"LAMB3; laminin, beta 3",LAMB3
5851,K06245,"LAMB4; laminin, beta 4",LAMB4
5852,K06246,"LAMC2; laminin, gamma 2",LAMC2
5853,K06247,"LAMC3; laminin, gamma 3",LAMC3
5854,K06248,CHAD; chondroadherin,CHAD
5855,K06249,RELN; reelin [EC:3.4.21.-],RELN
5856,K06250,"SPP1, BNSP, OPN; secreted phosphoprotein 1","SPP1, BNSP, OPN"
5857,K06251,VTN; vitronectin,VTN
5858,K06252,TN; tenascin,TN
5859,K06253,IBSP; integrin binding sialoprotein,IBSP
5860,K06254,AGRN; agrin,AGRN
5861,K06255,HSPG2; basement membrane-specific heparan sulfate proteoglycan core protein,HSPG2
5862,K06256,CD44; CD44 antigen,CD44
5863,K06257,"SDC1, CD138; syndecan 1","SDC1, CD138"
5864,K06258,"SV2; MFS transporter, VNT family, synaptic vesicle glycoprotein 2",SV2
5865,K06259,CD36; CD36 antigen,CD36
5866,K06260,"GP5, CD42d; platelet glycoprotein V","GP5, CD42d"
5867,K06261,"GP1BA, CD42b; platelet glycoprotein Ib alpha chain","GP1BA, CD42b"
5868,K06262,"GP1BB, CD42c; platelet glycoprotein Ib beta chain","GP1BB, CD42c"
5869,K06263,"GP9, CD42a; platelet glycoprotein IX","GP9, CD42a"
5870,K06264,GP6; platelet glycoprotein VI,GP6
5871,K06265,DAG1; dystroglycan 1,DAG1
5872,K06266,"CD47; CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",CD47
5873,K06267,"HMMR, RHAMM, CD168; hyaluronan-mediated motility receptor","HMMR, RHAMM, CD168"
5874,K06268,"PPP3R, CNB; serine/threonine-protein phosphatase 2B regulatory subunit","PPP3R, CNB"
5875,K06269,PPP1C; serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16],PPP1C
5876,K06270,"PPP1R12A, MYPT1; protein phosphatase 1 regulatory subunit 12A","PPP1R12A, MYPT1"
5877,K06271,TLN; talin,TLN
5878,K06272,ILK; integrin-linked kinase [EC:2.7.11.1],ILK
5879,K06273,ZYX; zyxin,ZYX
5880,K06274,VASP; vasodilator-stimulated phosphoprotein,VASP
5881,K06275,PARV; parvin,PARV
5882,K06276,PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1],PDPK1
5883,K06277,"RAPGEF1, GRF2; Rap guanine nucleotide exchange factor 1","RAPGEF1, GRF2"
5884,K06278,CAV1; caveolin 1,CAV1
5885,K06279,SHC1; SHC-transforming protein 1,SHC1
5886,K06281,"hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]","hyaB, hybC"
5887,K06282,"hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]","hyaA, hybO"
5888,K06283,"spoIIID; putative DeoR family transcriptional regulator, stage III sporulation protein D",spoIIID
5889,K06284,"abrB; AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes",abrB
5890,K06285,mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein),mtrB
5891,K06286,ezrA; septation ring formation regulator,ezrA
5892,K06287,yhdE; nucleoside triphosphate pyrophosphatase [EC:3.6.1.-],yhdE
5893,K06288,gerAA; spore germination protein AA,gerAA
5894,K06289,gerAB; spore germination protein AB,gerAB
5895,K06290,gerAC; spore germination protein AC,gerAC
5896,K06291,gerBA; spore germination protein BA,gerBA
5897,K06292,gerBB; spore germination protein BB,gerBB
5898,K06293,gerBC; spore germination protein BC,gerBC
5899,K06294,gerD; spore germination protein D,gerD
5900,K06295,gerKA; spore germination protein KA,gerKA
5901,K06296,gerKB; spore germination protein KB,gerKB
5902,K06297,gerKC; spore germination protein KC,gerKC
5903,K06298,gerM; germination protein M,gerM
5904,K06299,gerPA; spore germination protein PA,gerPA
5905,K06300,gerPB; spore germination protein PB,gerPB
5906,K06301,gerPC; spore germination protein PC,gerPC
5907,K06302,gerPD; spore germination protein PD,gerPD
5908,K06303,gerPE; spore germination protein PE,gerPE
5909,K06304,gerPF; spore germination protein PF,gerPF
5910,K06305,gerQ; spore germination protein Q,gerQ
5911,K06306,yaaH; spore germination protein,yaaH
5912,K06307,yfkQ; spore germination protein,yfkQ
5913,K06308,yfkR; spore germination protein,yfkR
5914,K06309,yfkT; spore germination protein,yfkT
5915,K06310,yndD; spore germination protein,yndD
5916,K06311,yndE; spore germination protein,yndE
5917,K06312,yndF; spore germination protein,yndF
5918,K06313,ypeB; spore germination protein,ypeB
5919,K06314,rsfA; prespore-specific regulator,rsfA
5920,K06315,splA; transcriptional regulator of the spore photoproduct lyase operon,splA
5921,K06316,RFT1; oligosaccharide translocation protein RFT1,RFT1
5922,K06317,bofA; inhibitor of the pro-sigma K processing machinery,bofA
5923,K06318,bofC; forespore regulator of the sigma-K checkpoint,bofC
5924,K06319,cgeA; spore maturation protein CgeA,cgeA
5925,K06320,cgeB; spore maturation protein CgeB,cgeB
5926,K06321,cgeC; spore maturation protein CgeC,cgeC
5927,K06322,cgeD; spore maturation protein CgeD,cgeD
5928,K06323,cgeE; spore maturation protein CgeE,cgeE
5929,K06324,"cotA; spore coat protein A, manganese oxidase [EC:1.16.3.3]",cotA
5930,K06325,cotB; spore coat protein B,cotB
5931,K06326,cotC; spore coat protein C,cotC
5932,K06327,cotD; spore coat protein D,cotD
5933,K06328,cotE; spore coat protein E,cotE
5934,K06329,cotF; spore coat protein F,cotF
5935,K06330,cotH; spore coat protein H,cotH
5936,K06331,cotI; spore coat protein I,cotI
5937,K06332,cotJA; spore coat protein JA,cotJA
5938,K06333,cotJB; spore coat protein JB,cotJB
5939,K06334,cotJC; spore coat protein JC,cotJC
5940,K06335,cotM; spore coat protein M,cotM
5941,K06336,"tasA, cotN; spore coat-associated protein N","tasA, cotN"
5942,K06337,cotS; spore coat-associated protein S,cotS
5943,K06338,cotSA; spore coat protein SA,cotSA
5944,K06339,cotT; spore coat protein T,cotT
5945,K06340,cotV; spore coat protein V,cotV
5946,K06341,cotW; spore coat protein W,cotW
5947,K06342,cotX; spore coat protein X,cotX
5948,K06343,cotY; spore coat protein Y,cotY
5949,K06344,cotZ; spore coat protein Z,cotZ
5950,K06345,coxA; spore cortex protein,coxA
5951,K06346,jag; spoIIIJ-associated protein,jag
5952,K06347,kapB; kinase-associated protein B,kapB
5953,K06348,kapD; sporulation inhibitor KapD,kapD
5954,K06349,kbaA; KinB signaling pathway activation protein,kbaA
5955,K06350,kipA; antagonist of KipI,kipA
5956,K06351,kipI; inhibitor of KinA,kipI
5957,K06352,phrA; phosphatase RapA inhibitor,phrA
5958,K06353,phrC; phosphatase RapC regulator,phrC
5959,K06354,phrE; phosphatase RapE regulator,phrE
5960,K06355,phrF; phosphatase RapF regulator,phrF
5961,K06356,phrG; phosphatase RapG regulator,phrG
5962,K06357,phrI; phosphatase RapI regulator,phrI
5963,K06358,phrK; phosphatase RapK regulator,phrK
5964,K06359,"rapA, spo0L; response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]","rapA, spo0L"
5965,K06360,rapB; response regulator aspartate phosphatase B [EC:3.1.-.-],rapB
5966,K06361,rapC; response regulator aspartate phosphatase C [EC:3.1.-.-],rapC
5967,K06362,rapD; response regulator aspartate phosphatase D [EC:3.1.-.-],rapD
5968,K06363,rapE; response regulator aspartate phosphatase E [EC:3.1.-.-],rapE
5969,K06364,rapF; response regulator aspartate phosphatase F [EC:3.1.-.-],rapF
5970,K06365,rapG; response regulator aspartate phosphatase G [EC:3.1.-.-],rapG
5971,K06366,rapH; response regulator aspartate phosphatase H [EC:3.1.-.-],rapH
