,reaction,name
1604,R01918,gamma-L-glutamyl-L-cysteinyl-glycine:spermidine amidase; Glutathionylspermidine + H2O <=> Glutathione + Spermidine
1605,R01919,"Spermidine:putrescine 4-aminobutyltransferase (propane-1,3-diamine-forming); Putrescine + Spermidine <=> sym-Homospermidine + 1,3-Diaminopropane"
1606,R01920,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase; S-Adenosylmethioninamine + Putrescine <=> 5'-Methylthioadenosine + Spermidine
1607,R01921,(S)-Carnitine:NAD+ oxidoreductase; (S)-Carnitine + NAD+ <=> 3-Dehydrocarnitine + NADH + H+
1608,R01922,L-Carnitinamide amidohydrolase; L-Carnitinamide + H2O <=> L-Carnitine + Ammonia + H+
1609,R01923,palmitoyl-CoA:L-carnitine O-palmitoyltransferase; Palmitoyl-CoA + L-Carnitine <=> CoA + L-Palmitoylcarnitine
1610,R01924,O-Acylcarnitine acylhydrolase; O-Acylcarnitine + H2O <=> Fatty acid + L-Carnitine
1611,R01926,ATP:sphingosine 1-phosphotransferase; sphingosine kinase; Sphingosine + ATP <=> Sphingosine 1-phosphate + ADP
1612,R01928,UDP-alpha-D-galactose:sphingosine 1-beta-galactosyltransferase; UDP-alpha-D-galactose + Sphingosine <=> UDP + Psychosine
1613,R01929,CDP-choline:sphingosine cholinephosphotransferase; CDP-choline + Sphingosine <=> CMP + Sphingosyl-phosphocholine
1614,R01930,Trithionate thiosulfohydrolase; Trithionate + H2O <=> Thiosulfate + Sulfate
1615,R01931,thiosulfate:cyanide sulfurtranserase; Thiosulfate + Cyanide ion <=> Sulfite + Thiocyanate
1616,R01932,2-hydroxyadipate:NAD+ 2-oxidoreductase; 2-Oxoadipate + NADH + H+ <=> 2-Hydroxyadipate + NAD+
1617,R01933,2-oxoadipate dehydrogenase complex; 2-Oxoadipate + CoA + NAD+ <=> Glutaryl-CoA + CO2 + NADH + H+
1618,R01934,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating); homoisocitrate:NAD+ oxidoreductase (decarboxylating); Homoisocitrate + NAD+ <=> 2-Oxoadipate + CO2 + NADH + H+"
1619,R01936,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating); Oxaloglutarate <=> 2-Oxoadipate + CO2"
1620,R01937,2-Oxoadipate + Ammonia + NAD+ <=> 2-Aminomuconate + NADH + H+ + H2O
1621,R01938,2-Oxoadipate + Ammonia + NADP+ <=> 2-Aminomuconate + NADPH + H+ + H2O
1622,R01939,L-2-aminoadipate:2-oxoglutarate aminotransferase; L-2-Aminoadipate + 2-Oxoglutarate <=> 2-Oxoadipate + L-Glutamate
1623,R01940,2-oxoadipate:[dihydrolipoyllysine-residue succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating); 2-Oxoadipate + Enzyme N6-(lipoyl)lysine <=> [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine + CO2
1624,R01941,Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating); Caffeic aldehyde + CoA + NADP+ <=> Caffeoyl-CoA + NADPH + H+
1625,R01942,S-Adenosyl-L-methionine:caffeoyl-CoA 3-O-methyltransferase; S-Adenosyl-L-methionine + Caffeoyl-CoA <=> S-Adenosyl-L-homocysteine + Feruloyl-CoA
1626,R01943,"Caffeate:CoA ligase (AMP-forming); 3,4-Dihydroxy-trans-cinnamate:CoA ligase (AMP-forming); ATP + Caffeate + CoA <=> AMP + Diphosphate + Caffeoyl-CoA"
1627,R01944,"Caffeoyl-CoA:putrescine N-(3,4-dihydroxycinnamoyl)transferase; Caffeoyl-CoA + Putrescine <=> CoA + N-Caffeoylputrescine"
1628,R01945,"Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase; Caffeoyl-CoA + Quinate <=> CoA + Chlorogenate"
1629,R01946,"Caffeoyl-CoA:isocitrate 3-O-(3,4-dihydroxycinnamoyl)transferase; Caffeoyl-CoA + Isocitrate <=> CoA + 2-Caffeoylisocitrate"
1630,R01951,GTP:beta-L-fucose-1-phosphate guanylyltransferase; GTP + L-Fucose 1-phosphate <=> Diphosphate + GDP-L-fucose
1631,R01952,Palmitoyl-CoA:glycoprotein N-palmitoyltransferase; Palmitoyl-CoA + Glycoprotein <=> CoA + N-Palmitoylglycoprotein
1632,R01954,L-Citrulline:L-aspartate ligase (AMP-forming); ATP + L-Citrulline + L-Aspartate <=> AMP + Diphosphate + N-(L-Arginino)succinate
1633,R01956,"L-kynurenine:2-oxoglutarate aminotransferase; L-Kynurenine + 2-Oxoglutarate <=> 4-(2-Aminophenyl)-2,4-dioxobutanoate + L-Glutamate"
1634,R01957,"L-kynurenine:glyoxylote aminotransferase (cyclizing); L-Kynurenine + Glyoxylate <=> 4-(2-Aminophenyl)-2,4-dioxobutanoate + Glycine"
1635,R01959,N-Formyl-L-kynurenine amidohydrolase; L-Formylkynurenine + H2O <=> Formate + L-Kynurenine
1636,R01960,"L-Kynurenine,NADPH:oxygen oxidoreductase (3-hydroxylating); L-Kynurenine + Oxygen + NADPH + H+ <=> 3-Hydroxy-L-kynurenine + NADP+ + H2O"
1637,R01961,ATP:D-glucosamine 6-phosphotransferase; ATP + D-Glucosamine <=> ADP + D-Glucosamine 6-phosphate
1638,R01962,D-glucosamine:oxygen 1-oxidoreductase; D-Glucosamine + Oxygen + H2O <=> 2-Amino-2-deoxy-D-gluconate + Hydrogen peroxide
1639,R01963,N-Sulfo-D-glucosamine sulfohydrolase; N-Sulfo-D-glucosamine + H2O <=> D-Glucosamine + Sulfate
1640,R01964,ITP:D-glucosamine 6-phosphotransferase; ITP + D-Glucosamine <=> IDP + D-Glucosamine 6-phosphate
1641,R01965,dATP:D-glucosamine 6-phosphotransferase; dATP + D-Glucosamine <=> dADP + D-Glucosamine 6-phosphate
1642,R01966,beta-D-glucosaminide glucosaminohydrolase; D-Glucosamine + D-Glucosaminide <=> D-Glucosaminide + H2O
1643,R01967,ATP:deoxyguanosine 5'-phosphotransferase; ATP + Deoxyguanosine <=> ADP + dGMP
1644,R01968,2'-deoxyguanosine 5'-monophosphate phosphohydrolase; dGMP + H2O <=> Deoxyguanosine + Orthophosphate
1645,R01969,Deoxyguanosine:orthophosphate ribosyltransferase; Deoxyguanosine + Orthophosphate <=> Guanine + 2-Deoxy-D-ribose 1-phosphate
1646,R01972,S-adenosyl-L-methionine:(indol-3-yl)pyruvate C3-methyltransferase; S-Adenosyl-L-methionine + Indolepyruvate <=> S-Adenosyl-L-homocysteine + (R)-3-(Indol-3-yl)-2-oxobutyrate
1647,R01973,S-Adenosyl-L-methionine:(indol-3-yl)pyruvate C-methyltransferase; S-Adenosyl-L-methionine + Indolepyruvate <=> S-Adenosyl-L-homocysteine + 3-Methylindolepyruvate
1648,R01974,3-(indol-3-yl)pyruvate carboxy-lyase [(2-indol-3-yl)acetaldehyde-forming]; Indolepyruvate <=> Indole-3-acetaldehyde + CO2
1649,R01975,(S)-3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase; (S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+
1650,R01976,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase; (S)-3-Hydroxybutanoyl-CoA + NADP+ <=> Acetoacetyl-CoA + NADPH + H+
1651,R01977,(R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase; (R)-3-Hydroxybutanoyl-CoA + NADP+ <=> Acetoacetyl-CoA + NADPH + H+
1652,R01978,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); (S)-3-Hydroxy-3-methylglutaryl-CoA + CoA <=> Acetyl-CoA + H2O + Acetoacetyl-CoA"
1653,R01980,ATP:D-galacturonate 1-phosphotransferase; ATP + D-Galacturonate <=> ADP + 1-Phospho-alpha-D-galacturonate
1654,R01981,D-Galacturonate + NAD+ + H2O <=> D-Galactarate + NADH + H+
1655,R01982,"Poly(1,4-alpha-D-galacturonate) galacturonohydrolase; Pectate + H2O <=> D-Galacturonate + Pectate"
1656,R01983,D-Galacturonate aldose-ketose-isomerase; D-Galacturonate <=> D-Tagaturonate
1657,R01984,D-Galacturonate <=> D-Galacturonolactone + H2O
1658,R01986,4-Aminobutyraldehyde:NAD+ oxidoreductase; 4-Aminobutyraldehyde + NADP+ + H2O <=> 4-Aminobutanoate + NADPH + H+
1659,R01987,4-acetamidobutanoate amidohydrolase; 4-Aminobutanoate + Acetate <=> 4-Acetamidobutanoate + H2O
1660,R01989,L-Arginine:4-aminobutanoate amidinotransferase; L-Arginine + 4-Aminobutanoate <=> L-Ornithine + 4-Guanidinobutanoate
1661,R01990,4-Guanidinobutanoate amidinohydrolase; 4-Guanidinobutanoate + H2O <=> 4-Aminobutanoate + Urea
1662,R01991,L-histidine:4-aminobutanoate ligase (ADP-forming); ATP + L-Histidine + 4-Aminobutanoate <=> ADP + Orthophosphate + Homocarnosine
1663,R01992,alpha-Aminobutyryl histidine hydrolase; Homocarnosine + H2O <=> 4-Aminobutanoate + L-Histidine
1664,R01993,(S)-dihydroorotate amidohydrolase; (S)-Dihydroorotate + H2O <=> N-Carbamoyl-L-aspartate
1665,R01994,UDPglucose:lipopolysaccharide glucosyltransferase; UDP-glucose + Lipopolysaccharide <=> UDP + D-Glucosyllipopolysaccharide
1666,R01995,UDPglucose:arylamine N-D-glucosyltransferase; UDP-glucose + Lipopolysaccharide <=> UDP + alpha-D-Glucosyllipopolysaccharide
1667,R01996,UDP-N-acetyl-D-glucosamine:lipopolysaccharide N-acetylglucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + Lipopolysaccharide <=> UDP + N-Acetyl-D-glucosaminyllipopolysaccharide
1668,R01997,UDP-alpha-D-galactose:lipopolysaccharide 3-alpha-D-galactosyltransferase; UDP-alpha-D-galactose + Lipopolysaccharide <=> UDP + 3-alpha-D-Galactosyl-[lipopolysaccharide glucose]
1669,R01998,long-chain-alcohol:NAD+ oxidoreductase; Long-chain alcohol + H2O + 2 NAD+ <=> Long-chain carboxylate + 2 NADH + 2 H+
1670,R01999,Acyl-CoA:long-chain-alcohol O-acyltransferase; Acyl-CoA + Long-chain alcohol <=> CoA + Long-chain ester
1671,R02000,rubredoxin:NAD+ oxidoreductase; 2 Reduced rubredoxin + NAD+ + H+ <=> 2 Oxidized rubredoxin + NADH
1672,R02002,rubredoxin:NADP+ oxidoreductase; 2 Reduced rubredoxin + NADP+ + H+ <=> 2 Oxidized rubredoxin + NADPH
1673,R02003,"Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase; Geranyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + trans,trans-Farnesyl diphosphate"
1674,R02004,"geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-endo-fenchol-forming]; Geranyl diphosphate + H2O <=> (-)-endo-Fenchol + Diphosphate"
1675,R02006,"Geranyl-diphosphate diphosphate-lyase (cyclizing, sabinene-hydrate-forming); Geranyl diphosphate + H2O <=> Sabinene hydrate + Diphosphate"
1676,R02007,(+)-Bornyl-diphosphate lyase (decyclizing); (+)-Bornyl diphosphate <=> Geranyl diphosphate
1677,R02008,(6E)-8-Oxogeranial <=> Iridodial
1678,R02009,geranyldiphosphate diphosphate-lyase (myrcene-forming); Geranyl diphosphate <=> Myrcene + Diphosphate
1679,R02010,"geranyl-diphosphate diphosphate-lyase (cyclizing, terpinolene-forming); Geranyl diphosphate <=> Terpinolene + Diphosphate"
1680,R02011,"geranyl-diphosphate diphosphate-lyase (cyclizing, Comphene-forming); Geranyl diphosphate <=> Camphene + Diphosphate"
1681,R02013,geranyl-diphosphate diphosphate-lyase [cyclizing; (4S)-limonene-forming]; Geranyl diphosphate <=> (S)-Limonene + Diphosphate
1682,R02014,2'-deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase; dATP + Thioredoxin disulfide + H2O <=> ATP + Thioredoxin
1683,R02016,NADPH:oxidized-thioredoxin oxidoreductase; Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+
1684,R02017,2'-deoxyadenosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; dADP + Thioredoxin disulfide + H2O <=> Thioredoxin + ADP
1685,R02018,2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; dUDP + Thioredoxin disulfide + H2O <=> Thioredoxin + UDP
1686,R02019,2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase; dGDP + Thioredoxin disulfide + H2O <=> GDP + Thioredoxin
1687,R02020,2'-deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase; dGTP + Thioredoxin disulfide + H2O <=> GTP + Thioredoxin
1688,R02021,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming); Thioredoxin + 3'-Phosphoadenylyl sulfate <=> Thioredoxin disulfide + Sulfite + Adenosine 3',5'-bisphosphate"
1689,R02022,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase; dCTP + Thioredoxin disulfide + H2O <=> CTP + Thioredoxin
1690,R02023,2'-deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase; dUTP + Thioredoxin disulfide + H2O <=> UTP + Thioredoxin
1691,R02024,2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase; dCDP + Thioredoxin disulfide + H2O <=> Thioredoxin + CDP
1692,R02025,L-methionine:oxidized-thioredoxin S-oxidoreductase; L-Methionine + Thioredoxin disulfide + H2O <=> L-Methionine S-oxide + Thioredoxin
1693,R02026,O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming); O-Acetyl-L-homoserine + Thiosulfate + Thioredoxin + H+ <=> L-Homocysteine + Sulfite + Thioredoxin disulfide + Acetate
1694,R02027,"Phosphatidylglycerol cholinephosphohydrolase; Phosphatidylglycerol + H2O <=> 1,2-Diacyl-sn-glycerol + sn-Glycerol 3-phosphate"
1695,R02029,Phosphatidylglycerophosphate phosphohydrolase; Phosphatidylglycerophosphate + H2O <=> Phosphatidylglycerol + Orthophosphate
1696,R02030,CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase; Phosphatidylglycerol + CDP-diacylglycerol <=> Cardiolipin + CMP
1697,R02032,6-Phospho-2-dehydro-D-gluconate:NAD+ 2-oxidoreductase; 6-Phospho-D-gluconate + NAD+ <=> 6-Phospho-2-dehydro-D-gluconate + NADH + H+
1698,R02034,6-phospho-D-gluconate:NADP+ 2-oxidoreductase; 6-Phospho-D-gluconate + NADP+ <=> 6-Phospho-2-dehydro-D-gluconate + NADPH + H+
1699,R02035,"6-Phospho-D-glucono-1,5-lactone lactonohydrolase; D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate"
1700,R02036,6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming); 6-Phospho-D-gluconate <=> 2-Dehydro-3-deoxy-6-phospho-D-gluconate + H2O
1701,R02037,S-Adenosyl-L-methionine:ethanolamine-phosphate N-methyltransferase; S-Adenosyl-L-methionine + Ethanolamine phosphate <=> S-Adenosyl-L-homocysteine + N-Methylethanolamine phosphate
1702,R02038,CTP:ethanolamine-phosphate cytidylyltransferase; CTP + Ethanolamine phosphate <=> Diphosphate + CDP-ethanolamine
1703,R02039,long-chain-aldehyde:NAD+ oxidoreductase; Long-chain aldehyde + NAD+ + H2O <=> Long-chain carboxylate + NADH + H+
1704,R02040,N-Long-chain-fatty-acyl-L-glutamate amidohydrolase; N-Long-chain-fatty-acyl-L-glutamate + H2O <=> Long-chain carboxylate + L-Glutamate
1705,R02041,N-(Long-chain-acyl)ethanolamine amidohydrolase; N-(Long-chain-acyl)ethanolamine + H2O <=> Long-chain carboxylate + Ethanolamine
1706,R02042,Wax-ester acylhydrolase; Wax ester + H2O <=> Long-chain alcohol + Long-chain carboxylate
1707,R02047,3-Hydroxy-2-methylpropanoate:NAD+ oxidoreductase; 3-Hydroxy-2-methylpropanoate + NAD+ <=> 2-Methyl-3-oxopropanoate + NADH + H+
1708,R02050,(R)-3-Amino-2-methylpropanoate:pyruvate aminotransferase; (R)-3-Amino-2-methylpropanoate + Pyruvate <=> 2-Methyl-3-oxopropanoate + L-Alanine
1709,R02051,phosphatidylethanolamine phosphatidohydrolase; Phosphatidylethanolamine + H2O <=> Ethanolamine + Phosphatidate
1710,R02052,"Phosphatidylethanolamine ethanolaminephosphohydrolase; Phosphatidylethanolamine + H2O <=> 1,2-Diacyl-sn-glycerol + Ethanolamine phosphate"
1711,R02053,phosphatidylethanolamine 2-acylhydrolase; Phosphatidylethanolamine + H2O <=> 1-Acyl-sn-glycero-3-phosphoethanolamine + Fatty acid
1712,R02054,phosphatidylethanolamine 1-acylhydrolase; Phosphatidylethanolamine + H2O <=> 2-Acyl-sn-glycero-3-phosphoethanolamine + Fatty acid
1713,R02055,Phsophatidyl-L-serine carboxy-lyase; Phosphatidylserine <=> Phosphatidylethanolamine + CO2
1714,R02056,S-adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase; S-Adenosyl-L-methionine + Phosphatidylethanolamine <=> S-Adenosyl-L-homocysteine + Phosphatidyl-N-methylethanolamine
1715,R02057,"CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase; CDP-ethanolamine + 1,2-Diacyl-sn-glycerol <=> CMP + Phosphatidylethanolamine"
1716,R02058,acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase; Acetyl-CoA + D-Glucosamine 6-phosphate <=> CoA + N-Acetyl-D-glucosamine 6-phosphate
1717,R02059,N-Acetyl-D-glucosamine-6-phosphate amidohydrolase; N-Acetyl-D-glucosamine 6-phosphate + H2O <=> D-Glucosamine 6-phosphate + Acetate
1718,R02060,"D-Glucosamine 1-phosphate 1,6-phosphomutase; D-glucosamine 1,6-phosphomutase; alpha-D-Glucosamine 1-phosphate <=> D-Glucosamine 6-phosphate"
1719,R02061,"trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase; trans,trans-Farnesyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + Geranylgeranyl diphosphate"
1720,R02063,geranylgeranyl reductase; Geranylgeranyl diphosphate + 3 H+ + 3 NADPH <=> Phytyl diphosphate + 3 NADP+
1721,R02064,Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing); Geranylgeranyl diphosphate <=> Casbene + Diphosphate
1722,R02065,geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase (prephytoene-diphosphate-forming); 2 Geranylgeranyl diphosphate <=> Diphosphate + Prephytoene diphosphate
1723,R02068,ent-copalyl-diphosphate lyase; Geranylgeranyl diphosphate <=> ent-Copalyl diphosphate
1724,R02071,"ATP:D-fructose-1-phosphate 6-phosphotransferase; ATP + D-Fructose 1-phosphate <=> ADP + beta-D-Fructose 1,6-bisphosphate"
1725,R02073,"diphosphate:beta-D-fructose-6-phosphate 1-phosphotransferase; Diphosphate + beta-D-Fructose 6-phosphate <=> Orthophosphate + beta-D-Fructose 1,6-bisphosphate"
1726,R02075,"3,4-Dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (recyclizing); 3,4-Dihydroxy-L-phenylalanine + Oxygen <=> 4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
1727,R02076,"3,4-Dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing); 3,4-Dihydroxy-L-phenylalanine + Oxygen <=> 5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde"
1728,R02077,"3,4-Dihydroxy-L-phenylalanine:2-oxoglutarate aminotransferase; 3,4-Dihydroxy-L-phenylalanine + 2-Oxoglutarate <=> 3-(3,4-Dihydroxyphenyl)pyruvate + L-Glutamate"
1729,R02078,"L-Tyrosine,L-dopa:oxygen oxidoreductase; 3,4-Dihydroxy-L-phenylalanine + L-Tyrosine + Oxygen <=> Dopaquinone + 3,4-Dihydroxy-L-phenylalanine + H2O"
1730,R02080,"3,4-Dihydroxy-L-phenylalanine carboxy-lyase; 3,4-Dihydroxy-L-phenylalanine <=> Dopamine + CO2"
1731,R02081,(R)-Mevalonate:NAD+ oxidoreductase (CoA-acetylating); (R)-Mevalonate + CoA + 2 NAD+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADH + 2 H+
1732,R02082,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating); (R)-Mevalonate + CoA + 2 NADP+ <=> (S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+
1733,R02083,(S)-3-Hydroxy-3-methylglutaryl-CoA hydrolase; (S)-3-Hydroxy-3-methylglutaryl-CoA + H2O <=> CoA + 3-Hydroxy-3-methylglutarate
1734,R02084,succinyl-CoA:3-hydroxy-3-methylglutarate CoA-transferase; Succinyl-CoA + 3-Hydroxy-3-methylglutarate <=> Succinate + (S)-3-Hydroxy-3-methylglutaryl-CoA
1735,R02085,(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming); (S)-3-Hydroxy-3-methylglutaryl-CoA <=> 3-Methylglutaconyl-CoA + H2O
1736,R02087,N-Acetyl-D-glucosamine 6-phosphate 2-epimerase; N-Acetyl-D-glucosamine 6-phosphate <=> N-Acetyl-D-mannosamine 6-phosphate
1737,R02088,2'-deoxyadenosine 5'-monophosphate phosphohydrolase; dAMP + H2O <=> Deoxyadenosine + Orthophosphate
1738,R02089,ATP:deoxyadenosine 5'-phosphotransferase; ATP + Deoxyadenosine <=> ADP + dAMP
1739,R02090,ATP:dGMP phosphotransferase; ATP + dGMP <=> ADP + dGDP
1740,R02092,dTDP phosphohydrolase; dTDP + H2O <=> dTMP + Orthophosphate
1741,R02093,ATP:dTDP phosphotransferase; ATP + dTDP <=> ADP + dTTP
1742,R02094,ATP:dTMP phosphotransferase; ATP + dTMP <=> ADP + dTDP
1743,R02095,dTTP nucleotidohydrolase; dTTP + H2O <=> dTDP + Orthophosphate
1744,R02098,ATP:dUMP phosphotransferase; ATP + dUMP <=> ADP + dUDP
1745,R02099,ATP:deoxyuridine 5'-phosphotransferase; ATP + Deoxyuridine <=> ADP + dUMP
1746,R02100,dUTP nucleotidohydrolase; dUTP + H2O <=> dUMP + Diphosphate
1747,R02101,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase; dUMP + 5,10-Methylenetetrahydrofolate <=> Dihydrofolate + dTMP"
1748,R02102,2'-deoxyuridine 5'-monophosphate phosphohydrolase; dUMP + H2O <=> Deoxyuridine + Orthophosphate
1749,R02103,xanthine:NAD+ oxidoreductase; Xanthine + NAD+ + H2O <=> Urate + NADH + H+
1750,R02106,urate:oxygen oxidoreductase; Urate + Oxygen + H2O <=> 5-Hydroxyisourate + Hydrogen peroxide
1751,R02107,Xanthine:oxygen oxidoreductase; Xanthine + H2O + Oxygen <=> Urate + Hydrogen peroxide
1752,R02108,"1,4-alpha-D-Glucan glucanohydrolase; Starch + H2O <=> Dextrin + Starch"
1753,R02109,Dextrin 6-alpha-D-glucanohydrolase; Starch + H2O <=> Amylose + alpha-D-Glucose
1754,R02110,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 6-alpha-D-(1,4-alpha-D-glucano)-transferase; Amylose <=> Starch"
1755,R02111,"1,4-alpha-D-Glucan:orthophosphate alpha-D-glucosyltransferase; Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate"
1756,R02112,"1,4-alpha-D-Glucan maltohydrolase; Starch <=> Dextrin + Maltose"
1757,R02113,UDPglucose:sterol 3-O-beta-D-glucosyltransferase; UDP-glucose + Sterol <=> UDP + Sterol 3-beta-D-glucoside
1758,R02114,Phosphatidylcholine:sterol O-acyltransferase; Phosphatidylcholine + Sterol <=> 1-Acyl-sn-glycero-3-phosphocholine + Steryl ester
1759,R02115,Steryl-ester acylhydrolase; Steryl ester + H2O <=> Sterol + Fatty acid
1760,R02116,"Sterol <=> (S)-2,3-Epoxysqualene"
1761,R02118,UDPglucose:zeatin O-beta-D-glucosyltransferase; UDP-glucose + Zeatin <=> UDP + O-beta-D-Glucosylzeatin
1762,R02119,UDP-D-xylose:zeatin O-beta-D-xylosyltransferase; UDP-D-xylose + Zeatin <=> UDP + O-beta-D-Xylosylzeatin
1763,R02120,"Sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase; Sucrose + Dextran <=> D-Fructose + Dextran"
1764,R02121,"1,4-alpha-D-Glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase; Dextran + Amylose <=> Dextran + Amylose"
1765,R02122,"3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine N-sulfotransferase; 3'-Phosphoadenylyl sulfate + [Heparan sulfate]-glucosamine <=> Adenosine 3',5'-bisphosphate + [Heparan sulfate]-N-sulfoglucosamine"
1766,R02123,retinal:NAD+ oxidoreductase; Retinal + NAD+ + H2O <=> Retinoate + NADH + H+
1767,R02124,retinol:NAD+ oxidoreductase; Retinol + NAD+ <=> Retinal + NADH + H+
1768,R02125,retinal:oxygen oxidoreductase; Retinal + Oxygen + H2O <=> Retinoate + Hydrogen peroxide
1769,R02126,all-trans-Retinal 11-cis-trans-isomerase; Retinal <=> 11-cis-Retinal
1770,R02127,Retinal <=> Metarhodopsin
1771,R02128,Retinal <=> Iodopsin + hn
1772,R02129,Retinal <=> all-trans-Dehydroretinal
1773,R02130,"steroid,NADPH-hemoprotein reductase:oxygen oxidoreductase (21-hydroxylating); Steroid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 21-Hydroxysteroid + [Oxidized NADPH---hemoprotein reductase] + H2O"
1774,R02131,"steroid,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating); Steroid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 17alpha-Hydroxysteroid + [Oxidized NADPH---hemoprotein reductase] + H2O"
