gene name,#,KO,thrshld,score,E-value,KO definition,distance
PetromobilisFdhNAD,*,K22516,981.17,998.7,9.6e-302,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1648.0
PhaeobacgallaeNasA,*,K00372,1068.0,1237.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1541.0
PhaeobaclitaliFdhNAD,*,K00123,858.47,1041.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1608.0
PhorcysthermohydroNapA,*,K02567,776.8,951.3,3.8e-287,nitrate reductase (cytochrome) [EC:1.9.6.1],1602.0
PhormipriestNasC,*,K00367,1035.97,1200.9,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1430.0
PhotobacdamseFdhH,*,K22015,921.03,1307.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1422.0
PhotobacdamseNapA,*,K02567,776.8,1467.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1517.0
PhotobacgangNapA,*,K02567,776.8,1472.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1517.0
PhotobacgangTtrA,*,K08357,722.33,1519.1,0.0,tetrathionate reductase subunit A,1669.0
PhotobacprofNapA,*,K02567,776.8,1467.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1512.0
PhotobacprofTtrA,*,K08357,722.33,1529.0,0.0,tetrathionate reductase subunit A,1667.0
PhyllobacbourgoNapA,*,K02567,776.8,1452.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1513.0
PhyllobacbrassiNapA,*,K02567,776.8,1444.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1515.0
PlanktopauciNasC,*,K00367,1035.97,1184.6,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1386.0
PlantkotepidaNasC,*,K00367,1035.97,1199.4,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1406.0
PlasticiacidTtrA,*,K08357,722.33,1438.8,0.0,tetrathionate reductase subunit A,1654.0
PolymorphgilvumAioA,*,K08356,724.13,1094.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1509.0
PraurselmarinaFdhNAD,*,K00123,858.47,1021.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1603.0
PrimorinsulaeNasA,*,K00372,1068.0,1233.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1529.0
ProlinofasciNasA,*,K00372,1068.0,1236.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1544.0
ProlixibellPsrA,*,K08352,591.5,838.4,4.7000000000000004e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1432.0
ProlixidenitrPsrA,*,K08352,591.5,851.7,4.4999999999999995e-257,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1432.0
PromineobreveFdhH,*,K00123,858.47,1001.7,2.8e-302,formate dehydrogenase major subunit [EC:1.17.1.9],1395.0
PropionibacacidiFdhNAD,*,K00123,858.47,987.9,3.7999999999999996e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1597.0
ProtcolumbPsrA,*,K08352,591.5,838.7,3.9000000000000005e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1442.0
ProthausTtrA,*,K08357,722.33,1553.6,0.0,tetrathionate reductase subunit A,1654.0
ProtmiraPsrA,*,K08352,591.5,830.8,9.3e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1476.0
ProtvulgPsrA,*,K08352,591.5,844.5,6.8e-255,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1438.0
ProtvulgTtrA,*,K08357,722.33,1555.4,0.0,tetrathionate reductase subunit A,1674.0
ProvidburhoTtrA,*,K08357,722.33,1542.0,0.0,tetrathionate reductase subunit A,1655.0
ProvidrettTtrA,*,K08357,722.33,1544.7,0.0,tetrathionate reductase subunit A,1668.0
ProvidsneeTtrA,*,K08357,722.33,1548.2,0.0,tetrathionate reductase subunit A,1660.0
Providstua1FdhN,*,K08348,1823.1,1937.7,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1676.0
ProvidstuaNapA,*,K02567,776.8,1470.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1514.0
ProvidstuaTtrA,*,K08357,722.33,1563.1,0.0,tetrathionate reductase subunit A,1674.0
PseudaminosaliTtrA,*,K08357,722.33,1413.4,0.0,tetrathionate reductase subunit A,1677.0
PseudodesulfindiPsrA,*,K08352,591.5,835.7,3.1000000000000003e-252,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1418.0
PseudodesulfpiezTtrA,*,K08357,722.33,1067.2,0.0,tetrathionate reductase subunit A,1651.0
PseudodesulfprofNapA,*,K02567,776.8,958.7,2.2e-289,nitrate reductase (cytochrome) [EC:1.9.6.1],1465.0
PseudodesulfprofPsrA,*,K08352,591.5,844.0,9.1e-255,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1416.0
PseudodongxiamTtrA,*,K08357,722.33,1389.2,0.0,tetrathionate reductase subunit A,1682.0
Pseudogulbenferrooxi1FdhNAD,*,K00123,858.47,1082.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1611.0
PseudogulbensubflavFdhNAD,*,K00123,858.47,1085.7,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1617.0
PseudomonarseniAioA,*,K08356,724.13,1227.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1538.0
PseudomonbenzeniAioA,*,K08356,724.13,1209.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1544.0
PseudomonflexTtrA,*,K08357,722.33,1486.9,0.0,tetrathionate reductase subunit A,1669.0
PseudomonindicaFdhNAD,*,K00123,858.47,1088.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1617.0
PseudomonmendoFdhNAD,*,K00123,858.47,1066.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1609.0
PseudomonputdiaAioA,*,K08356,724.13,1221.8,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1550.0
Pseudomonstutz1AioA,*,K08356,724.13,1169.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1529.0
Pseudomonstutz1NapA,*,K02567,776.8,1474.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1533.0
PseudomonstutzTtrA,*,K08357,722.33,1483.2,0.0,tetrathionate reductase subunit A,1651.0
PseudonoammoniFdhN,*,K00123,858.47,869.9,1.8e-262,formate dehydrogenase major subunit [EC:1.17.1.9],1694.0
PseudonocardalniFdhN,*,K00123,858.47,871.9,4.6e-263,formate dehydrogenase major subunit [EC:1.17.1.9],1690.0
PseudonocarddioxaniFdhNAD,*,K00123,858.47,1042.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1584.0
PseudonocardthermoFdhNAD,*,K00123,858.47,1035.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
PseudooceanatlantiNasA,*,K00372,1068.0,1218.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1549.0
PseudooceannitratiNasA,*,K00372,1068.0,1244.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1562.0
PseudorhizopelagiNapA,*,K02567,776.8,1446.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1513.0
PseudorueghalioNasA,*,K00372,1068.0,1238.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1546.0
PseudorueglutiAioA,*,K08356,724.13,1084.5,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1503.0
PseudoruegmariniNasA,*,K00372,1068.0,1264.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1536.0
PseudoviasciTtrA,*,K08357,722.33,1384.0,0.0,tetrathionate reductase subunit A,1696.0
PseudovidenitrTtrA,*,K08357,722.33,1388.2,0.0,tetrathionate reductase subunit A,1694.0
PsychrilyoatlantiFdhNAD,*,K00123,858.47,983.6,7.700000000000001e-297,formate dehydrogenase major subunit [EC:1.17.1.9],1591.0
PuniceisedimiNasA,*,K00372,1068.0,1221.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1559.0
PyroaerGAPOR,*,K11389,626.53,859.0,1.6999999999999998e-259,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],1410.0
PyroaerNarG,*,K00370,827.47,1871.7,0.0,"nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]",1874.0
PyroaeroPsrA,*,K08352,591.5,641.1,2.1000000000000002e-193,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1501.0
PyroaeroTtrA,*,K08357,722.33,730.9,2.2e-220,tetrathionate reductase subunit A,1827.0
PyroarsenPsrA,*,K08352,591.5,635.6,9.5e-192,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1504.0
PyroarsenTtrA,*,K08357,722.33,724.2,2.3e-218,tetrathionate reductase subunit A,1841.0
PyrocalidiAioA,*,K08356,724.13,1048.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1671.0
PyrococfurioAOR,*,K03738,286.77,862.3,3.8e-260,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],3197.0
PyrococfurioFOR,*,K03738,286.77,713.6,3.4e-215,aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5],1793.0
PyrococfurioGAPOR,*,K11389,626.53,985.1,1.1000000000000001e-297,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],1521.0
PyrocockukulFdhF420,*,K22516,981.17,1024.5,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1435.0
PyrocockukulFdhF420,*,K00123,858.47,936.6,1.2e-282,formate dehydrogenase major subunit [EC:1.17.1.9],1435.0
PyrococyayanFdhF420,*,K22516,981.17,1018.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1422.0
PyrococyayanFdhF420,*,K00123,858.47,918.8,3.1000000000000003e-277,formate dehydrogenase major subunit [EC:1.17.1.9],1422.0
PyroferriAioA,*,K08356,724.13,1039.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1697.0
PyroferriTtrA,*,K08357,722.33,725.4,9.6e-219,tetrathionate reductase subunit A,1813.0
PyroogunAioA,*,K08356,724.13,1050.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1666.0
RalstoninsioNasA,*,K00372,1068.0,1310.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1551.0
RalstonmannitolNasA,*,K00372,1068.0,1317.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1568.0
Ralstonpicket1NapA,*,K02567,776.8,1471.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1537.0
Ralstonpicket1NasA,*,K00372,1068.0,1310.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1574.0
RalstonpicketFdhNAD,*,K00123,858.47,1075.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1619.0
RalstonsolanaAioA,*,K08356,724.13,1225.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1549.0
RamlitataouNapA,*,K02567,776.8,1465.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1545.0
RaoulornithTtrA,*,K08357,722.33,1503.4,0.0,tetrathionate reductase subunit A,1654.0
RhizobacgummiNapA,*,K02567,776.8,1474.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1524.0
RhizobiumAioA,*,K08356,724.13,1224.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1533.0
RhizobiumetliNapA,*,K02567,776.8,1444.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1529.0
Rhizobiumfavelu1NapA,*,K02567,776.8,1434.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1525.0
RhizobiummarinNapA,*,K02567,776.8,1446.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1515.0
RhizobiumtropicFdhNAD,*,K00123,858.47,1047.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1598.0
Rhodobaccapsul1NasA,*,K00372,1068.0,1223.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1544.0
RhodobaccapsulAioA,*,K08356,724.13,1069.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1488.0
RhodobacmegaloNapA,*,K02567,776.8,1427.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1516.0
RhodobacsphaeNapA,*,K02567,776.8,1427.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1512.0
RhodobacviriAioA,*,K08356,724.13,1067.9,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1497.0
RhodoferferriAioA,*,K08356,724.13,1175.5,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1536.0
RhodopirislanNapA,*,K02567,776.8,1083.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1486.0
RhodopirsalleNapA,*,K02567,776.8,1083.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1486.0
RhodopseudopalusFdhFdhNAD,*,K00123,858.47,1039.0,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1596.0
RhodopseudopalusFdhH,*,K22015,921.03,1303.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1414.0
RhodopseudopalusNapA,*,K02567,776.8,1469.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1527.0
RhodospirilrubrumFdhH,*,K22015,921.03,1320.8,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1455.0
RhodothermmariNapA,*,K02567,776.8,921.6,3.6999999999999996e-278,nitrate reductase (cytochrome) [EC:1.9.6.1],1474.0
RhodothermprofundiNapA,*,K02567,776.8,915.8,2.0999999999999998e-276,nitrate reductase (cytochrome) [EC:1.9.6.1],1479.0
RipporientaNasC,*,K00367,1035.97,1199.3,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1423.0
RivibacsubsaxNapA,*,K02567,776.8,1451.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1513.0
RivicolpingtunFdhN,*,K08348,1823.1,1832.8,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1679.0
RodentipneumoNapA,*,K02567,776.8,1429.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1555.0
RomboutlituseFdhH,*,K22015,921.03,1286.9,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1443.0
RoseibcalidiAioA,*,K08356,724.13,1072.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1487.0
RoseifermentAioA,*,K08356,724.13,1200.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1535.0
RoseimicrogellanNapA,*,K02567,776.8,1077.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1495.0
RoseiviisopAioA,*,K08356,724.13,1083.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1505.0
RoseivirechiniFdhNAD,*,K00123,858.47,907.0,1.1000000000000001e-273,formate dehydrogenase major subunit [EC:1.17.1.9],1586.0
RoseocerviAioA,*,K08356,724.13,1153.5,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1531.0
RoseovaazorenFdhNAD,*,K00123,858.47,1060.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1616.0
RoseovagaetAioA,*,K08356,724.13,1079.8,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1520.0
RoseovaindicusFdhNAD,*,K00123,858.47,1052.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1621.0
RubrimoncliftAioA,*,K08356,724.13,1107.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1516.0
RubritalmariNapA,*,K02567,776.8,1068.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1488.0
RubritflocTtrA,*,K08357,722.33,1347.3,0.0,tetrathionate reductase subunit A,1642.0
RubrivigelatiNapA,*,K02567,776.8,1428.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1542.0
RuegerlacusNasA,*,K00372,1068.0,1213.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1523.0
RuegerlitorNapA,*,K02567,776.8,1477.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1541.0
RuegermarinaNasA,*,K00372,1068.0,1227.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1541.0
RuegermarisFdhNAD,*,K00123,858.47,1043.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1585.0
RuminobacamyloFdhNAD,*,K00123,858.47,987.5,5.2e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1612.0
SaccharicarchaNapA,*,K02567,776.8,1309.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1622.0
SaccharopolyflavaFdhNAD,*,K00123,858.47,1024.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
SalinimicrosediminPsrA,*,K08352,591.5,853.5,1.1999999999999999e-257,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1441.0
SalipaauraPsrA1,*,K08352,591.5,773.3,2.2999999999999997e-233,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1436.0
SalipaauraPsrA2,*,K08352,591.5,720.3,2.4e-217,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1446.0
SalipaauraTtrA,*,K08357,722.33,1033.3,0.0,tetrathionate reductase subunit A,1694.0
SalipbermuNasA,*,K00372,1068.0,1245.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1544.0
SalipprofunNasA,*,K00372,1068.0,1252.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1549.0
SalipthioNasA,*,K00372,1068.0,1253.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1555.0
SalipthioTtrA,*,K08357,722.33,1357.9,0.0,tetrathionate reductase subunit A,1658.0
SalisehaloPsrA,*,K08352,591.5,738.5,7.2e-223,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1435.0
SalisehaloTtrA,*,K08357,722.33,1019.9,0.0,tetrathionate reductase subunit A,1703.0
SalmonbongNapA,*,K02567,776.8,1469.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1514.0
SalmonbongPsrA,*,K08352,591.5,873.2,1.4e-263,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1447.0
SalmonbongTtrA,*,K08357,722.33,1515.1,0.0,tetrathionate reductase subunit A,1646.0
SalmonenterFdhH,*,K22015,921.03,1350.3,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1427.0
SalmonenterFdhN,*,K08348,1823.1,1986.0,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1645.0
SalmonenterNapA,*,K02567,776.8,1468.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1513.0
SalmonenterPsrA,*,K08352,591.5,878.4,3.8e-265,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1450.0
SalmonenterTtrA,*,K08357,722.33,1535.6,0.0,tetrathionate reductase subunit A,1652.0
SamsonerythNasA,*,K00372,1068.0,1240.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1553.0
ScytonemilleiNasC,*,K00367,1035.97,1218.9,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1408.0
ScytonetolypothNasC,*,K00367,1035.97,1210.8,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1425.0
SebaldeltermitiFdhNAD,*,K05299,1213.8,1230.8,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1589.0
SebaldeltermitiFdhNAD,*,K00123,858.47,992.1,2.0999999999999998e-299,formate dehydrogenase major subunit [EC:1.17.1.9],1589.0
SedimentthioFdhNAD,*,K00123,858.47,1055.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1619.0
SedimentthioTtrA,*,K08357,722.33,1463.8,0.0,tetrathionate reductase subunit A,1639.0
SediminiluteNapA,*,K02567,776.8,1125.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1485.0
SelenihalshriftFdhNAD,*,K05299,1213.8,1366.6,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1591.0
SelenihalshriftFdhNAD,*,K00123,858.47,1105.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1591.0
SelenihalshriftFdhNAD,*,K22516,981.17,1033.0,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1591.0
SeleniwoodNapA,*,K02567,776.8,980.8,4.6e-296,nitrate reductase (cytochrome) [EC:1.9.6.1],1513.0
SelenoruminNapA,*,K02567,776.8,1040.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1499.0
SenegalanaeFdhNAD,*,K00123,858.47,962.9,1.4e-290,formate dehydrogenase major subunit [EC:1.17.1.9],1578.0
SenegalanaePsrA,*,K08352,591.5,726.5,3.1e-219,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1438.0
SeonamaphaeNapA,*,K02567,776.8,1124.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1462.0
SerratficariFdhN,*,K08348,1823.1,1914.7,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1667.0
SerratmarcTtrA,*,K08357,722.33,1506.1,0.0,tetrathionate reductase subunit A,1645.0
ShewanalgaTtrA,*,K08357,722.33,1461.3,0.0,tetrathionate reductase subunit A,1646.0
ShewanamazPsrA,*,K08352,591.5,892.2,2.5e-269,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1437.0
Shewanbalt1TtrA,*,K08357,722.33,1478.6,0.0,tetrathionate reductase subunit A,1657.0
ShewanbaltNapA,*,K02567,776.8,1495.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1556.0
ShewanbaltPsrA,*,K08352,591.5,899.4,1.6999999999999998e-271,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1436.0
ShewandecolPsrA,*,K08352,591.5,910.6,6.8e-275,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1441.0
ShewandecolTtrA,*,K08357,722.33,1482.2,0.0,tetrathionate reductase subunit A,1651.0
ShewanmarinaFdhH,*,K22015,921.03,1299.7,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1421.0
ShewanmarinaNapA,*,K02567,776.8,1451.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1529.0
ShewanmassiTorA,*,K07811,1338.6,1516.4,0.0,trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3],1525.0
ShewanoneiNapA,*,K02567,776.8,1440.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1535.0
ShewanoneiPsrA,*,K08352,591.5,899.7,1.4e-271,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1440.0
ShewanputreTtrA,*,K08357,722.33,1474.7,0.0,tetrathionate reductase subunit A,1669.0
ShigeldysenterFdhN,*,K08348,1823.1,1875.8,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1661.0
ShigeldysenterNapA,*,K02567,776.8,1470.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1527.0
ShigelflexFdhN,*,K08348,1823.1,1985.4,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1665.0
ShigelflexNapA,*,K02567,776.8,1471.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1524.0
ShigelsonneiFdhH,*,K22015,921.03,1352.2,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1445.0
ShigelsonneiFdhH,*,K00123,858.47,859.6,2.3e-259,formate dehydrogenase major subunit [EC:1.17.1.9],1445.0
SideroxlithoNasA,*,K00372,1068.0,1289.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1525.0
SilicimonalgiFdhNAD,*,K00123,858.47,1053.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1608.0
SinomonatrocyanFdhN,*,K00123,858.47,884.2,8.8e-267,formate dehydrogenase major subunit [EC:1.17.1.9],1713.0
SinorhizameriAioA,*,K08356,724.13,1240.7,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1565.0
SinorhizfrediNapA,*,K02567,776.8,1446.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1532.0
SinorhizmediNapA,*,K02567,776.8,1444.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1517.0
SinorhizmeliNapA,*,K02567,776.8,1444.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
SkermaaeroNapA,*,K02567,776.8,1460.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1538.0
SlackexigFdhH,*,K22015,921.03,1228.2,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1457.0
SlackexigNapA,*,K02567,776.8,1052.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1536.0
SlackexigPsrA,*,K08352,591.5,721.0,1.4999999999999998e-217,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1426.0
SlackheliotriniFdhNAD,*,K00123,858.47,945.3,3.0999999999999997e-285,formate dehydrogenase major subunit [EC:1.17.1.9],1597.0
SlackheliotriniNapA,*,K02567,776.8,1050.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1541.0
SlackisoflavNapA,*,K02567,776.8,1061.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1512.0
SlackpiriPsrA,*,K08352,591.5,742.7,4e-224,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1441.0
SolimonflumiNasA,*,K00372,1068.0,1291.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1579.0
SolirubrobacsoliFdhNAD,*,K00123,858.47,1018.9,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1622.0
SphaerospermkisselNasC,*,K00367,1035.97,1210.2,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1389.0
SphaerotilhippeiNapA,*,K02567,776.8,1453.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1559.0
SpirilloalbidaNasC,*,K00372,1068.0,1075.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1370.0
SporolthermNapA,*,K02567,776.8,1087.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1477.0
SporolthermPsrA,*,K08352,591.5,899.3,1.8e-271,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1469.0
SporolthermTtrA,*,K08357,722.33,1026.9,0.0,tetrathionate reductase subunit A,1741.0
SporomacidFdhH,*,K22015,921.03,1223.6,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1431.0
SporomacidNapA,*,K02567,776.8,1073.6,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1467.0
